refeitorio,data,refeicao,preparacao,cardapio,aparencia,textura,sabor,odor,global,nota,sheet_origem,ru,mes
Pici 1,2026-05-11,Almoço,PV,Estrogonofe de Carne,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,P1,2026-05
Pici 1,2026-05-11,Almoço,PB,Cubos de Frango com Ervas,4.0,3.0,4.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-05
Pici 1,2026-05-11,Almoço,VEG,Risoto de Lentilha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Porangabussu,2026-05-11,Almoço,PV,Estrogonofe de Carne,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-11,Almoço,PB,Cubos de Frango com Ervas,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-11,Almoço,VEG,Risoto de Lentilha,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-11,Almoço,PV,Estrogonofe de Carne,4.0,3.0,3.0,4.0,4.0,7.0,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-11,Almoço,PB,Cubos de Frango com Ervas,4.0,3.0,4.0,4.0,4.0,7.4,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-11,Almoço,VEG,Risoto de Lentilha,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,PO,2026-05
Benfica,2026-05-11,Almoço,PV,Estrogonofe de Carne,3.0,3.0,3.0,4.0,4.0,6.4,Av. Sensorial,B,2026-05
Benfica,2026-05-11,Almoço,PB,Cubos de Frango com Ervas,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,B,2026-05
Benfica,2026-05-11,Almoço,VEG,Risoto de Lentilha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-11,Jantar,PV,Isca de Carne Acebolada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-11,Jantar,PB,Sobrecoxa ao M. de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-11,Jantar,VEG,Rocambole de Grão de Bico,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Pici 1,2026-05-11,Jantar,PV,Isca de Carne Acebolada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-11,Jantar,PB,Sobrecoxa ao M. de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-11,Jantar,VEG,Rocambole de Grão de Bico,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 2,2026-05-12,Café,ESPECIAL,Queijo ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 1,2026-05-12,Almoço,PV,Suíno ao Molho Barbecue,4.0,4.0,4.0,3.0,4.0,7.8,Av. Sensorial,P1,2026-05
Pici 1,2026-05-12,Almoço,PB,Cubos de Frango Acebolado,4.0,3.0,3.0,4.0,3.0,6.8,Av. Sensorial,P1,2026-05
Pici 1,2026-05-12,Almoço,VEG,Soja Nordestina,4.0,3.0,3.0,4.0,3.0,6.8,Av. Sensorial,P1,2026-05
Pici 1,2026-05-12,Almoço,PV,Suíno ao Molho Barbecue,5.0,4.0,4.0,3.0,4.0,8.4,Av. Sensorial,P1,2026-05
Pici 1,2026-05-12,Almoço,PB,Cubos de Frango Acebolado,4.0,3.0,4.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-05
Pici 1,2026-05-12,Almoço,VEG,Soja Nordestina,4.0,3.0,2.0,4.0,3.0,6.2,Av. Sensorial,P1,2026-05
Pici 2,2026-05-12,Café,ESPECIAL,Queijo ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-12,Café,ESPECIAL VEG,Granola,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-12,Almoço,PV,Suíno ao Molho Barbecue,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-12,Almoço,PB,Cubos de Frango Acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-12,Almoço,VEG,Soja Nordestina,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-12,Almoço,PV,Suíno ao Molho Barbecue,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-12,Almoço,PB,Cubos de Frango Acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-12,Almoço,VEG,Soja Nordestina,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Benfica,2026-05-12,Almoço,PV,Suíno ao Molho Barbecue,4.0,3.0,3.0,4.0,3.0,6.8,Av. Sensorial,B,2026-05
Benfica,2026-05-12,Almoço,PB,Cubos de Frango Acebolado,4.0,3.0,3.0,4.0,3.0,6.8,Av. Sensorial,B,2026-05
Benfica,2026-05-12,Almoço,VEG,Soja Nordestina,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Porangabussu,2026-05-12,Almoço,PV,Suíno ao Molho Barbecue,2.0,3.0,4.0,4.0,3.0,6.0,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-12,Almoço,PB,Cubos de Frango Acebolado,3.0,4.0,3.0,4.0,3.0,6.8,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-12,Almoço,VEG,Soja Nordestina,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-12,Almoço,PV,Suíno ao Molho Barbecue,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-12,Almoço,PB,Cubos de Frango Acebolado,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-12,Almoço,VEG,Soja Nordestina,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,PO,2026-05
Benfica,2026-05-12,Café,ESPECIAL,Queijo ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-12,Café,ESPECIAL VEG,Granola,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Pici 1,2026-05-12,Almoço,PV,Suíno ao Molho Barbecue,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-12,Almoço,PB,Cubos de Frango Acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-12,Almoço,VEG,Soja Nordestina,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-05
Pici 1,2026-05-12,Jantar,PV,Carne Moída Refogada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-12,Jantar,PB,Frango Xadrez,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-12,Jantar,VEG,Bobó de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Benfica,2026-05-12,Almoço,PV,Suíno ao Molho Barbecue,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,B,2026-05
Benfica,2026-05-12,Almoço,PB,Cubos de Frango Acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-12,Almoço,VEG,Soja Nordestina,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-12,Jantar,PV,Carne Moída Refogada,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-05
Benfica,2026-05-12,Jantar,PB,Frango Xadrez,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-12,Jantar,VEG,Bobó de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-13,Café,ESPECIAL,Ovos Mexidos,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-13,Café,ESPECIAL VEG,Pasta de Amendoim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Pici 2,2026-05-13,Café,ESPECIAL,Ovos Mexidos,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-13,Café,ESPECIAL VEG,Pasta de Amendoim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-13,Café,ESPECIAL,Ovos Mexidos,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Benfica,2026-05-13,Almoço,PV,Feijoada,3.0,3.0,4.0,4.0,3.0,6.6,Av. Sensorial,B,2026-05
Benfica,2026-05-13,Almoço,PB,Sobrecoxa Assada,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-05
Benfica,2026-05-13,Almoço,VEG,Feijoada Vegetariana,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,B,2026-05
Pici 1,2026-05-12,Jantar,PV,Carne Moída Refogada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-12,Jantar,PB,Frango Xadrez,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-12,Jantar,VEG,Bobó de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-13,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-13,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-13,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-13,Almoço,VEG,Feijoada Vegetariana,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,P1,2026-05
Pici 2,2026-05-13,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-13,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-13,Almoço,VEG,Feijoada Vegetariana,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Porangabussu,2026-05-13,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-13,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-13,Almoço,VEG,Feijoada Vegetariana,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-13,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-13,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-13,Almoço,VEG,Feijoada Vegetariana,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,PO,2026-05
Pici 2,2026-05-13,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-13,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-13,Almoço,VEG,Feijoada Vegetariana,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 1,2026-05-13,Jantar,PV,Picadinho com Legumes,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-05
Pici 1,2026-05-13,Jantar,PB,Vatapá de Frango,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-13,Jantar,VEG,Bolo Salgado Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-13,Jantar,PV,Picadinho com Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-13,Jantar,PB,Vatapá de Frango,4.0,4.0,5.0,4.0,4.0,8.4,Av. Sensorial,P1,2026-05
Pici 1,2026-05-13,Jantar,VEG,Bolo Salgado Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Benfica,2026-05-13,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-13,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-13,Almoço,VEG,Feijoada Vegetariana,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-13,Jantar,PV,Picadinho com Legumes,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,B,2026-05
Benfica,2026-05-13,Jantar,PB,Vatapá de Frango,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-13,Jantar,VEG,Bolo Salgado Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Labomar,2026-05-12,Almoço,PV,Suíno ao Molho Barbecue,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-05
Labomar,2026-05-12,Almoço,PB,Cubos de Frango Acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-05
Labomar,2026-05-12,Almoço,VEG,Soja Nordestina,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-05
Labomar,2026-05-13,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-05
Labomar,2026-05-13,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-05
Labomar,2026-05-13,Almoço,VEG,Feijoada Vegetariana,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-05
Benfica,2026-05-14,Café,ESPECIAL,Iogurte ,,,,,,0.0,Av. Sensorial,B,2026-05
Benfica,2026-05-14,Café,ESPECIAL VEG,Similar a Iogurte Vegano,,,,,,0.0,Av. Sensorial,B,2026-05
Pici 2,2026-05-14,Café,ESPECIAL,Iogurte ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Benfica,2026-05-14,Almoço,PV,Isca de Carne ao M. Tomate,3.0,3.0,3.0,4.0,4.0,6.4,Av. Sensorial,B,2026-05
Benfica,2026-05-14,Almoço,PB,Peixe à Delícia,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-14,Almoço,VEG,Soja à Bolonhesa,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,B,2026-05
Pici 2,2026-05-14,Café,ESPECIAL,Iogurte ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-14,Café,ESPECIAL VEG,Similar a Iogurte Vegano,4.0,4.0,3.0,4.0,4.0,7.428571428571429,Av. Sensorial,P2,2026-05
Pici 2,2026-05-14,Almoço,PV,Isca de Carne ao M. Tomate,3.0,4.0,3.0,4.0,4.0,7.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-14,Almoço,PB,Peixe à Delícia,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-14,Almoço,VEG,Soja à Bolonhesa,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 1,2026-05-14,Almoço,PV,Isca de Carne ao M. Tomate,4.0,4.0,3.0,4.0,3.0,7.4,Av. Sensorial,P1,2026-05
Pici 1,2026-05-14,Almoço,PB,Peixe à Delícia,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,P1,2026-05
Pici 1,2026-05-14,Almoço,VEG,Soja à Bolonhesa,4.0,4.0,3.0,4.0,3.0,7.2,Av. Sensorial,P1,2026-05
Pici 1,2026-05-14,Almoço,PV,Isca de Carne ao M. Tomate,4.0,4.0,3.0,4.0,3.0,7.4,Av. Sensorial,P1,2026-05
Pici 1,2026-05-14,Almoço,PB,Peixe à Delícia,3.0,4.0,3.0,4.0,3.0,6.8,Av. Sensorial,P1,2026-05
Pici 1,2026-05-14,Almoço,VEG,Soja à Bolonhesa,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-05
Pici 1,2026-05-14,Almoço,PV,Isca de Carne ao M. Tomate,2.0,3.0,3.0,3.0,3.0,5.4,Av. Sensorial,P1,2026-05
Pici 1,2026-05-14,Almoço,PB,Peixe à Delícia,4.0,4.0,3.0,4.0,3.0,7.4,Av. Sensorial,P1,2026-05
Pici 1,2026-05-14,Almoço,VEG,Soja à Bolonhesa,4.0,4.0,3.0,3.0,4.0,7.2,Av. Sensorial,P1,2026-05
Porangabussu,2026-05-14,Almoço,PV,Isca de Carne ao M. Tomate,,,,,,0.0,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-14,Almoço,PB,Peixe à Delícia,,,,,,0.0,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-14,Almoço,VEG,Soja à Bolonhesa,,,,,,0.0,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-14,Almoço,PV,Isca de Carne ao M. Tomate,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-14,Almoço,PB,Peixe à Delícia,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-14,Almoço,VEG,Soja à Bolonhesa,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,PO,2026-05
Pici 1,2026-05-14,Jantar,PV,Calabresa à Carioca,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,P1,2026-05
Pici 1,2026-05-14,Jantar,PB,Cubos de Frango à Chinesa,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-14,Jantar,VEG,Vatapá Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-14,Jantar,PV,Calabresa à Carioca,4.0,4.0,2.0,4.0,3.0,7.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-14,Jantar,PB,Cubos de Frango à Chinesa,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-14,Jantar,VEG,Vatapá Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Benfica,2026-05-14,Almoço,PV,Isca de Carne ao M. Tomate,3.0,3.0,4.0,4.0,3.0,6.6,Av. Sensorial,B,2026-05
Benfica,2026-05-14,Almoço,PB,Peixe à Delícia,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-14,Almoço,VEG,Soja à Bolonhesa,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,B,2026-05
Benfica,2026-05-14,Jantar,PV,Calabresa à Carioca,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-14,Jantar,PB,Cubos de Frango à Chinesa,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-05
Benfica,2026-05-14,Jantar,VEG,Vatapá Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-15,Café,ESPECIAL,Frango Desfiado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-15,Café,ESPECIAL VEG,Geleia,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Pici 2,2026-05-15,Café,ESPECIAL,Frango Desfiado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-15,Café,ESPECIAL VEG,Geleia,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Labomar,2026-05-14,Almoço,PV,Isca de Carne ao M. Tomate,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,L,2026-05
Labomar,2026-05-14,Almoço,PB,Peixe à Delícia,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-05
Labomar,2026-05-14,Almoço,VEG,Soja à Bolonhesa,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-05
Labomar,2026-05-15,Almoço,PV,Isca de Fígado ao Molho,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-05
Labomar,2026-05-15,Almoço,PB,Cubos de Frango Acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-05
Labomar,2026-05-15,Almoço,VEG,Refogado  de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-05
Pici 1,2026-05-15,Almoço,PV,Isca de Fígado ao Molho,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-15,Almoço,PB,Cubos de Frango Acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-15,Almoço,VEG,Refogado  de Soja,4.0,4.0,4.0,4.0,,7.2,Av. Sensorial,P1,2026-05
Pici 2,2026-05-15,Café,ESPECIAL,Frango Desfiado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 1,2026-05-15,Almoço,PV,Isca de Fígado ao Molho,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-05
Pici 1,2026-05-15,Almoço,PB,Cubos de Frango Acebolado,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-05
Pici 1,2026-05-15,Almoço,VEG,Refogado  de Soja,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-05
Pici 2,2026-05-15,Almoço,PV,Isca de Fígado ao Molho,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-15,Almoço,PB,Cubos de Frango Acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-15,Almoço,VEG,Refogado  de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-15,Almoço,PV,Isca de Fígado ao Molho,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-15,Almoço,PB,Cubos de Frango Acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-15,Almoço,VEG,Refogado  de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 1,2026-05-15,Almoço,PB,Cubos de Frango Acebolado,5.0,4.0,3.0,4.0,4.0,8.2,Av. Sensorial,P1,2026-05
Porangabussu,2026-05-15,Almoço,PV,Isca de Fígado ao Molho,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-15,Almoço,PB,Cubos de Frango Acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-15,Almoço,VEG,Refogado  de Soja,4.0,4.0,2.0,4.0,3.0,6.6,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-15,Almoço,PV,Isca de Fígado ao Molho,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-15,Almoço,PB,Cubos de Frango Acebolado,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,PO,2026-05
Porangabussu,2026-05-15,Almoço,VEG,Refogado  de Soja,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,PO,2026-05
Benfica,2026-05-15,Almoço,PV,Isca de Fígado ao Molho,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-15,Almoço,PB,Cubos de Frango Acebolado,3.0,3.0,3.0,3.0,3.0,6.0,Av. Sensorial,B,2026-05
Benfica,2026-05-15,Almoço,VEG,Refogado  de Soja,3.0,4.0,3.0,3.0,3.0,6.4,Av. Sensorial,B,2026-05
Benfica,2026-05-15,Almoço,PV,Isca de Fígado ao Molho,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-15,Almoço,PB,Cubos de Frango Acebolado,3.0,4.0,3.0,4.0,3.0,6.8,Av. Sensorial,B,2026-05
Benfica,2026-05-15,Almoço,VEG,Refogado  de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-15,Jantar,PV,Lasanha de Carne Moída,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-15,Jantar,PB,Sobrecoxa com Gergelim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-15,Jantar,VEG,Lasanha de Brócolis,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Pici 1,2026-05-15,Jantar,PV,Lasanha de Carne Moída,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-15,Jantar,PB,Sobrecoxa com Gergelim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 1,2026-05-15,Jantar,VEG,Lasanha de Brócolis,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-05
Pici 2,2026-05-18,Café,ESPECIAL,Achocolatado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Pici 2,2026-05-18,Café,ESPECIAL VEG,Achocolatado vegano ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-05
Benfica,2026-05-18,Café,ESPECIAL,Achocolatado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-18,Café,ESPECIAL VEG,Achocolatado vegano ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-05
Benfica,2026-05-18,Almoço,PV,Cubos de Carne à Chinesa,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,B,2026-05
Benfica,2026-05-18,Almoço,PB,Sobrecoxa com Gergelim,4.0,3.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-05
Benfica,2026-05-18,Almoço,VEG,Estrogonofe de Legumes,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,B,2026-05
Pici 2,2026-05-18,Almoço,PV,Cubos de Carne à Chinesa,3.0,2.0,3.0,4.0,3.0,5.6,Av. Sensorial,P2,2026-05
