data,ru,refeicao,preparacao,otimo,otimo_pct,regular,regular_pct,ruim,ruim_pct,isc,sheet_origem,mes
2026-01-21,P1,Jantar,Sobrecoxa Assada,36.0,0.8,4.0,0.08888888888888889,5.0,0.1111111111111111,8.555555555555555,ISC jan,2026-01
2026-01-21,B,Jantar,Sobrecoxa Assada,19.0,0.8260869565217391,2.0,0.08695652173913043,2.0,0.08695652173913043,8.782608695652174,ISC jan,2026-01
2026-01-21,P1,Jantar,Picadinho com Legumes,31.0,0.8611111111111112,3.0,0.08333333333333333,2.0,0.05555555555555555,9.083333333333334,ISC jan,2026-01
2026-01-21,B,Jantar,Picadinho com Legumes,20.0,0.8,5.0,0.2,0.0,0.0,9.0,ISC jan,2026-01
2026-01-21,P1,Jantar,Bobó de Legumes,5.0,0.5,3.0,0.3,2.0,0.2,6.7,ISC jan,2026-01
2026-01-21,B,Jantar,Bobó de Legumes,2.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,8.333333333333334,ISC jan,2026-01
2026-01-22,P1,Jantar,Cubos de Frango com Ervas,21.0,0.7,5.0,0.16666666666666666,4.0,0.13333333333333333,7.966666666666667,ISC jan,2026-01
2026-01-22,B,Jantar,Cubos de Frango com Ervas,14.0,0.7777777777777778,2.0,0.1111111111111111,2.0,0.1111111111111111,8.444444444444445,ISC jan,2026-01
2026-01-22,P1,Jantar,Cubo suíno acebolado,36.0,0.782608695652174,5.0,0.10869565217391304,5.0,0.10869565217391304,8.478260869565217,ISC jan,2026-01
2026-01-22,B,Jantar,Cubo suíno acebolado,20.0,0.8333333333333334,3.0,0.125,1.0,0.041666666666666664,9.0,ISC jan,2026-01
2026-01-22,P1,Jantar,Bolo Salgado Vegano,2.0,0.2222222222222222,4.0,0.4444444444444444,3.0,0.3333333333333333,4.777777777777778,ISC jan,2026-01
2026-01-22,B,Jantar,Bolo Salgado Vegano,4.0,0.8,1.0,0.2,0.0,0.0,9.0,ISC jan,2026-01
2026-01-23,P1,Jantar,Sobrecoxa Assada,11.0,0.7333333333333333,4.0,0.26666666666666666,0.0,0.0,8.666666666666666,ISC jan,2026-01
2026-01-23,B,Jantar,Sobrecoxa Assada,8.0,0.6666666666666666,2.0,0.16666666666666666,2.0,0.16666666666666666,7.666666666666667,ISC jan,2026-01
2026-01-23,P1,Jantar,Lasanha de Calabresa,76.0,0.8837209302325582,9.0,0.10465116279069768,1.0,0.011627906976744186,9.372093023255815,ISC jan,2026-01
2026-01-23,B,Jantar,Lasanha de Calabresa,23.0,0.92,2.0,0.08,0.0,0.0,9.6,ISC jan,2026-01
2026-01-23,P1,Jantar,Lasanha de Brócolis,8.0,0.8888888888888888,1.0,0.1111111111111111,0.0,0.0,9.444444444444445,ISC jan,2026-01
2026-01-23,B,Jantar,Lasanha de Brócolis,2.0,1.0,0.0,0.0,0.0,0.0,10.0,ISC jan,2026-01
2026-01-26,P1,Jantar,Cubos de Frango ao M. de Ervas,15.0,0.6818181818181818,5.0,0.22727272727272727,2.0,0.09090909090909091,8.045454545454545,ISC jan,2026-01
2026-01-26,B,Jantar,Cubos de Frango ao M. de Ervas,15.0,0.75,3.0,0.15,2.0,0.1,8.35,ISC jan,2026-01
2026-01-26,P1,Jantar,Suíno à Carioca,38.0,0.9047619047619048,1.0,0.023809523809523808,3.0,0.07142857142857142,9.238095238095237,ISC jan,2026-01
2026-01-26,B,Jantar,Suíno à Carioca,10.0,0.8333333333333334,2.0,0.16666666666666666,0.0,0.0,9.166666666666666,ISC jan,2026-01
2026-01-26,P1,Jantar,Estrogonofe de Legumes,6.0,0.75,0.0,0.0,2.0,0.25,7.75,ISC jan,2026-01
2026-01-26,B,Jantar,Estrogonofe de Legumes,2.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,8.333333333333334,ISC jan,2026-01
2026-01-27,P1,Jantar,Sobrecoxa Desosssada Crocante,18.0,0.6666666666666666,4.0,0.14814814814814814,5.0,0.18518518518518517,7.592592592592593,ISC jan,2026-01
2026-01-27,B,Jantar,Sobrecoxa Desosssada Crocante,8.0,1.0,0.0,0.0,0.0,0.0,10.0,ISC jan,2026-01
2026-01-27,P1,Jantar,Carne Moída ao M. Tomate,29.0,0.9354838709677419,2.0,0.06451612903225806,0.0,0.0,9.67741935483871,ISC jan,2026-01
2026-01-27,B,Jantar,Carne Moída ao M. Tomate,12.0,0.8,1.0,0.06666666666666667,2.0,0.13333333333333333,8.466666666666667,ISC jan,2026-01
2026-01-27,P1,Jantar,Soja à Bolonhesa,4.0,0.6666666666666666,2.0,0.3333333333333333,0.0,0.0,8.333333333333334,ISC jan,2026-01
2026-01-27,B,Jantar,Soja à Bolonhesa,1.0,0.038461538461538464,1.0,0.038461538461538464,24.0,0.9230769230769231,1.5,ISC jan,2026-01
2026-01-28,P1,Jantar,Cubos de Frango ao M. de Legumes,12.0,0.8,3.0,0.2,0.0,0.0,9.0,ISC jan,2026-01
2026-01-28,B,Jantar,Cubos de Frango ao M. de Legumes,7.0,0.7777777777777778,1.0,0.1111111111111111,1.0,0.1111111111111111,8.444444444444445,ISC jan,2026-01
2026-01-28,P1,Jantar,Estrogonofe de Carne,35.0,0.7142857142857143,10.0,0.20408163265306123,4.0,0.08163265306122448,8.244897959183673,ISC jan,2026-01
2026-01-28,B,Jantar,Estrogonofe de Carne,6.0,0.8571428571428571,1.0,0.14285714285714285,0.0,0.0,9.285714285714286,ISC jan,2026-01
2026-01-28,P1,Jantar,Almôndegas de Lentilha,4.0,0.8,1.0,0.2,0.0,0.0,9.0,ISC jan,2026-01
2026-01-28,B,Jantar,Almôndegas de Lentilha,0.0,0.0,1.0,0.5,1.0,0.5,3.0,ISC jan,2026-01
2026-01-29,P1,Jantar,Peixe ao M. Branco,18.0,0.782608695652174,2.0,0.08695652173913043,3.0,0.13043478260869565,8.391304347826088,ISC jan,2026-01
2026-01-29,B,Jantar,Peixe ao M. Branco,33.0,0.9428571428571428,1.0,0.02857142857142857,1.0,0.02857142857142857,9.6,ISC jan,2026-01
2026-01-29,P1,Jantar,Isca de Carne Chinesa,27.0,0.84375,3.0,0.09375,2.0,0.0625,8.96875,ISC jan,2026-01
2026-01-29,B,Jantar,Isca de Carne Chinesa,14.0,0.875,1.0,0.0625,1.0,0.0625,9.125,ISC jan,2026-01
2026-01-29,P1,Jantar,Yakissoba Vegetariano,9.0,1.0,0.0,0.0,0.0,0.0,10.0,ISC jan,2026-01
2026-01-29,B,Jantar,Yakissoba Vegetariano,1.0,0.5,1.0,0.5,0.0,0.0,7.5,ISC jan,2026-01
2026-01-30,P1,Jantar,Creme de Frango,11.0,0.6470588235294118,6.0,0.35294117647058826,0.0,0.0,8.235294117647058,ISC jan,2026-01
2026-01-30,B,Jantar,Creme de Frango,15.0,0.75,3.0,0.15,2.0,0.1,8.35,ISC jan,2026-01
2026-01-30,P1,Jantar,Cubo suíno acebolado,9.0,0.9,1.0,0.1,0.0,0.0,9.5,ISC jan,2026-01
2026-01-30,B,Jantar,Cubo suíno acebolado,10.0,0.8333333333333334,2.0,0.16666666666666666,0.0,0.0,9.166666666666666,ISC jan,2026-01
2026-01-30,P1,Jantar,Escondidinho de Legumes,0.0,0.0,0.0,0.0,2.0,1.0,1.0,ISC jan,2026-01
2026-01-30,B,Jantar,Escondidinho de Legumes,2.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,8.333333333333334,ISC jan,2026-01
2026-02-02,P1,Jantar,Sobrecoxa ao M. de Ervas,9.0,0.8181818181818182,2.0,0.18181818181818182,0.0,0.0,9.090909090909092,ISC jan,2026-02
2026-02-02,B,Jantar,Sobrecoxa ao M. de Ervas,7.0,1.0,0.0,0.0,0.0,0.0,10.0,ISC jan,2026-02
2026-02-02,P1,Jantar,Cubos Suíno ao molho barbecue,11.0,0.9166666666666666,1.0,0.08333333333333333,0.0,0.0,9.583333333333334,ISC jan,2026-02
2026-02-02,B,Jantar,Cubos Suíno ao molho barbecue,10.0,0.9090909090909091,1.0,0.09090909090909091,0.0,0.0,9.545454545454545,ISC jan,2026-02
2026-02-02,P1,Jantar,Bolinha de grão de bico,0.0,0.0,1.0,1.0,0.0,0.0,5.0,ISC jan,2026-02
2026-02-02,B,Jantar,Bolinha de grão de bico,1.0,1.0,0.0,0.0,0.0,0.0,10.0,ISC jan,2026-02
2026-02-03,P1,Jantar,Cubos de Frango com Batata Rústica,14.0,0.9333333333333333,1.0,0.06666666666666667,0.0,0.0,9.666666666666666,ISC jan,2026-02
2026-02-03,B,Jantar,Cubos de Frango com Batata Rústica,12.0,0.8571428571428571,1.0,0.07142857142857142,1.0,0.07142857142857142,9.0,ISC jan,2026-02
2026-02-03,P1,Jantar,Carne Moída Refogada,13.0,0.9285714285714286,1.0,0.07142857142857142,0.0,0.0,9.642857142857142,ISC jan,2026-02
2026-02-03,B,Jantar,Carne Moída Refogada,17.0,0.9444444444444444,0.0,0.0,1.0,0.05555555555555555,9.5,ISC jan,2026-02
2026-02-03,P1,Jantar,Jardineira de Soja,2.0,1.0,0.0,0.0,0.0,0.0,10.0,ISC jan,2026-02
2026-02-03,B,Jantar,Jardineira de Soja,5.0,0.3333333333333333,0.0,0.0,10.0,0.6666666666666666,4.0,ISC jan,2026-02
2026-02-04,P1,Jantar,Sobrecoxa Assada,2.0,1.0,0.0,0.0,0.0,0.0,10.0,ISC jan,2026-02
2026-02-04,B,Jantar,Sobrecoxa Assada,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,5.333333333333333,ISC jan,2026-02
2026-02-04,P1,Jantar,Assado de Panela,14.0,0.875,2.0,0.125,0.0,0.0,9.375,ISC jan,2026-02
2026-02-04,B,Jantar,Assado de Panela,8.0,0.8888888888888888,1.0,0.1111111111111111,0.0,0.0,9.444444444444445,ISC jan,2026-02
2026-02-04,P1,Jantar,Lasanha de Batatas,3.0,1.0,0.0,0.0,0.0,0.0,10.0,ISC jan,2026-02
2026-02-04,B,Jantar,Lasanha de Batatas,3.0,0.75,0.0,0.0,1.0,0.25,7.75,ISC jan,2026-02
2026-02-05,P1,Jantar,Estrogonofe de Frango,3.0,1.0,0.0,0.0,0.0,0.0,10.0,ISC jan,2026-02
2026-02-05,B,Jantar,Estrogonofe de Frango,9.0,0.9,1.0,0.1,0.0,0.0,9.5,ISC jan,2026-02
2026-02-05,P1,Jantar,Cubos Suíno Acebolado,2.0,1.0,0.0,0.0,0.0,0.0,10.0,ISC jan,2026-02
2026-02-05,B,Jantar,Cubos Suíno Acebolado,7.0,1.0,0.0,0.0,0.0,0.0,10.0,ISC jan,2026-02
2026-02-05,P1,Jantar,Assado de Lentilha,0.0,,0.0,,0.0,,,ISC jan,2026-02
2026-02-05,B,Jantar,Assado de Lentilha,0.0,,0.0,,0.0,,,ISC jan,2026-02
2026-02-06,P1,Jantar,Sobrecoxa Assada,6.0,0.8571428571428571,1.0,0.14285714285714285,0.0,0.0,9.285714285714286,ISC jan,2026-02
2026-02-06,B,Jantar,Sobrecoxa Assada,2.0,1.0,0.0,0.0,0.0,0.0,10.0,ISC jan,2026-02
2026-02-06,P1,Jantar,Escondidinho de Carne,21.0,0.875,2.0,0.08333333333333333,1.0,0.041666666666666664,9.208333333333334,ISC jan,2026-02
2026-02-06,B,Jantar,Escondidinho de Carne,12.0,0.9230769230769231,1.0,0.07692307692307693,0.0,0.0,9.615384615384615,ISC jan,2026-02
2026-02-06,P1,Jantar,Bolinho de Ervilha com Aveia,0.0,,0.0,,0.0,,,ISC jan,2026-02
2026-02-06,B,Jantar,Bolinho de Ervilha com Aveia,0.0,,0.0,,0.0,,,ISC jan,2026-02
2026-02-09,P1,Jantar,Isca de Frango com Ervas,9.0,0.9,1.0,0.1,0.0,0.0,9.5,ISC jan,2026-02
2026-02-09,B,Jantar,Isca de Frango com Ervas,6.0,0.6666666666666666,1.0,0.1111111111111111,2.0,0.2222222222222222,7.444444444444445,ISC jan,2026-02
2026-02-09,P1,Jantar,Cubo suíno acebolado,15.0,0.8823529411764706,2.0,0.11764705882352941,0.0,0.0,9.411764705882353,ISC jan,2026-02
2026-02-09,B,Jantar,Cubo suíno acebolado,6.0,1.0,0.0,0.0,0.0,0.0,10.0,ISC jan,2026-02
2026-02-09,P1,Jantar,Salpicão vegano,0.0,,0.0,,0.0,,,ISC jan,2026-02
2026-02-09,B,Jantar,Salpicão vegano,0.0,,0.0,,0.0,,,ISC jan,2026-02
2026-02-10,P1,Jantar,Sobrecoxa Desossada,5.0,1.0,0.0,0.0,0.0,0.0,10.0,ISC jan,2026-02
2026-02-10,B,Jantar,Sobrecoxa Desossada,2.0,0.5,0.0,0.0,2.0,0.5,5.5,ISC jan,2026-02
2026-02-10,P1,Jantar,Isca Carne ao M. Tomate,25.0,1.0,0.0,0.0,0.0,0.0,10.0,ISC jan,2026-02
2026-02-10,B,Jantar,Isca Carne ao M. Tomate,7.0,0.7777777777777778,2.0,0.2222222222222222,0.0,0.0,8.88888888888889,ISC jan,2026-02
2026-02-10,P1,Jantar,Hambúrguer de Soja,0.0,,0.0,,0.0,,,ISC jan,2026-02
2026-02-10,B,Jantar,Hambúrguer de Soja,0.0,,0.0,,0.0,,,ISC jan,2026-02
2026-02-11,P1,Jantar,Isca de Frango Acebolado,6.0,0.8571428571428571,1.0,0.14285714285714285,0.0,0.0,9.285714285714286,ISC jan,2026-02
2026-02-11,B,Jantar,Isca de Frango Acebolado,15.0,1.0,0.0,0.0,0.0,0.0,10.0,ISC jan,2026-02
2026-02-11,P1,Jantar,Cubo Suíno ao M. Escuro,11.0,0.9166666666666666,1.0,0.08333333333333333,0.0,0.0,9.583333333333334,ISC jan,2026-02
2026-02-11,B,Jantar,Cubo Suíno ao M. Escuro,11.0,1.0,0.0,0.0,0.0,0.0,10.0,ISC jan,2026-02
2026-02-11,P1,Jantar,Panqueca Vegana ao Molho Branco,2.0,1.0,0.0,0.0,0.0,0.0,10.0,ISC jan,2026-02
2026-02-11,B,Jantar,Panqueca Vegana ao Molho Branco,2.0,1.0,0.0,0.0,0.0,0.0,10.0,ISC jan,2026-02
2026-02-12,P1,Jantar,Peixe à Delícia,1.0,1.0,0.0,0.0,0.0,0.0,10.0,ISC jan,2026-02
2026-02-12,B,Jantar,Peixe à Delícia,11.0,0.7857142857142857,2.0,0.14285714285714285,1.0,0.07142857142857142,8.642857142857142,ISC jan,2026-02
2026-02-12,P1,Jantar,Cubos de Carne ao M. Madeira,12.0,0.8,2.0,0.13333333333333333,1.0,0.06666666666666667,8.733333333333333,ISC jan,2026-02
2026-02-12,B,Jantar,Cubos de Carne ao M. Madeira,6.0,0.8571428571428571,0.0,0.0,1.0,0.14285714285714285,8.714285714285714,ISC jan,2026-02
